Identifier	Supplier Name	Country
267321000189102	Infar Pharmaceuticals Private Limited		
1171171000189101	Unipure Biotech		
244581000189108	Apple Life Sciences Limited		
1189611000189105	Biodiscovery Lifesciences Private Limited	India	
1093871000189109	Mancop Remedies		
1092381000189105	Prochem Turnkey Projects Private Limited		
1717811000189109	Zenix Remedies		
1477961000189103	Homogreen Pharmaceutical		
1590801000189108	Regal Healthcare		
1756251000189102	Assentus Biogenics Private Limited	India	
122001000189103	Springer Biotech		
1172801000189108	Estocott Pharma Private Limited		
1167511000189103	Oasis Laboratories Private Limited	India	
1076731000189101	Alardius Healthcare		
1113391000189107	Biozoc Inc		
1007111000189103	Luxica Pharma Inc		
63411000189104	Resilient Cosme-Ceuticals Private Limited		
1710711000189103	Med Lex Pharmaceutical		
1254961000189105	Remington Life Sciences LLP		
1493421000189104	Levitas Pharmaceuticals Private Limited		
1147711000189100	Hopkins Health Care India Private Limited		
1291851000189105	Sans Pharma		
1345081000189105	Bio-Med Private Limited		
1778311000189109	Novalife Healthcare Llp		
1781021000189102	Glenvox Biotech Private Limited		
1245741000189108	Aeryn Lifescience Private Limited		
1420871000189104	Delaite Pharma		
764601000189101	Astra Labs Private Limited	India	
10101000189100	Arbro Pharmaceuticals Private Limited		
143651000189102	LG Life Sciences India Private Limited		
1753981000189108	Prina Healthcare Private Limited		
1531281000189102	Edoc Life Sciences Private Limited	India	
1070601000189102	Mediday Healthcare Private Limited		
50071000189104	Sidhbali Formulations		
1873721000189109	Wal-mart India Private Limited		
1748441000189103	Dalcon Drugs Private Limited		
1478901000189101	Sanvi Pharmaceuticals		
1747911000189105	Sunfine Healthcare Private Limited		
1538451000189100	Vestal Lifesciences Private Limited		
19111000189107	Sun Pharma Laboratories Limited	India	
294091000189109	Sansill Formulations Private Limited		
16281000189101	Genova Lifecare Agency Private Limited		
673881000189106	Maneesh Health Care		
1588201000189106	Shree Venkatesh International Limited		
1292551000189102	Mediart Life Sciences Private Limited		
1192351000189108	Regulus Pharmaceuticals		
998871000189109	Yew Biotech		
102311000189107	Hegde & Hegde Pharmaceutica Llp	India	
1236671000189100	Pharmacon Healthcare India Private Limited		
165661000189107	Hygeia Pharmaceuticals Private Limited		
1436631000189101	Kivonyx Healthcare Private Limited		
1140701000189103	Zivago Pharma Private Limited		
1715231000189106	Jagsam Pharma		
1050931000189103	Macwin Pharmaceuticals Private Limited		
1068081000189108	Sebert Lifesciences		
77411000189101	Oncomed Pharmaceuticals India Private Limited		
1133221000189105	Culmen Healthcare		
16831000189101	St Morrison Pharmaceuticals		
1193531000189100	Srb Life Science		
217651000189101	Anthiea Labs Private Limited		
1683931000189107	Baxalta Bioscience India Private Limited		
355941000189103	Recon Healthcare Limited		
1779281000189102	Stature Life Sciences Private Limited	India	
1347131000189103	Dolphar Life Care Private Limited		
1139031000189104	Dysnec Pharma		
1714761000189105	Krontec Healthcare		
1753861000189105	Redvia Pharmaceutical		
198581000189106	Duckbill Drugs Private Limited		
1293301000189104	Leeford Medicare Limited		
1293241000189105	Panacea Biotec Pharma Limited		
64381000189103	Biomiicron Pharma India Private Limited	Not Available	
13011000189108	Bindlysh Biotec Limited		
1108771000189102	Donnel Healthcare Private Limited		
1776361000189107	Avecia Healthcare	India	
1254891000189105	Q-Check Pharmaceuticals Private Limited		
1052011000189108	R B Remedies Private Limited		
1141621000189108	Biosmith Laboratories		
191191000189109	Hufort Healthcare Private Limited		
1175491000189107	Macved Pharmaceuticals		
1650391000189108	Mrhm Pharma Private Limited		
1811241000189101	Neurevlon Health Care Llp		
1748681000189105	Sneh Pharma Private Limited		
1432941000189104	Neovision Healthcare	India	
1027451000189104	Glyco Remedies		
1496291000189108	Revenza Pharmaceuticals Private Limited	India	
137371000189105	E Merck India Limited		
1021971000189105	Axis Labs Private Limited	India	
74971000189105	Standard Pharmaceuticals Limited		
780161000189104	Estragen Pharma Private Limited	India	
1228781000189107	The Kirti Works		
863831000189106	Prg Pharma Private Limited		
66321000189105	Bell Pharma Private Limited	India	
1438651000189106	B S P Pharmaceuticals Limited	India	
1189531000189101	Moderik Healthcare		
1176731000189109	Fervent Life Sciences Private Limited		
66861000189107	P and B Pharmaceuticals Limited		
1291181000189109	PSI India Private Limited		
1228891000189104	Erika Remedies Private Limited		
1475091000189104	Helisinki Pharmaceuticals Private Limited		
1478971000189106	Biidhiivatt Pharma Private Limited	India	
31061000189100	Icon Lifesciences Private Limited	India	
1103651000189106	Secure Healthcare India Private Limited		
1220221000189103	Mediquest Inc.		
1031621000189103	Ken Biotec		
1187371000189103	Deltis Pharma Private Limited		
1153321000189100	Ekasar Lifesciences Private Limited		
1017111000189100	Giriraj Healthcare	India	
299081000189106	Schon Pharmaceuticals Limited	India	
1407711000189109	Propel Healtcare		
15691000189109	Wanbury Limited	India	
1781491000189108	Adsila Organics Private Limited		
1806211000189107	Levin Health-care Limited		
1004491000189109	Gates India Private Limited	India	
1103981000189106	Auroma Life Science Private Limited		
1650701000189100	Seamark Bio-organic Private Limited		
12501000189105	Accura Care Life Sciences Private Limited		
334101000189102	Lividus Pharmaceuticals Private Limited	India	
270721000189107	Oxford Pharmaceuticals Private Limited	India	
1059971000189105	Jan Aushadhi Sangh		
1653561000189100	Proton Remedies Private Limited		
1478361000189103	Astakind Biotech Private Limited		
73551000189105	Mova Pharmaceuticals Private Limited	India	
1106761000189107	Biotrendz Medicament Private Limited		
1382121000189106	Bonsai Pharmachem Limited		
85521000189107	Lee-Med Pharmaceuticals		
1738841000189102	Shivtaraya Pharmacueticals Private Limited		
1377481000189107	Sven Genetech Limited		
1220071000189109	Micro-organics Pharmaceuticals (India) Private Limited	India	
16221000189102	Acinom Healthcare		
1242021000189109	Definer Pharmaceuticals Private Limited		
1184481000189104	H2H India Biotech Private Limited		
95061000189107	Constant Remedies Private Limited		
1783931000189100	Veasley Pharmaceuticals Private Limited		
1111511000189107	Prim Research Laboratories (India) Private Limited		
1011041000189106	Euromed Labs India Private Limited	Not Available	
1493041000189103	Nihit Pharmaceuticals Private Limited	India	
364091000189100	Winsun Laboratories		
1346801000189101	Nouveau Medicament Private Limited		
261161000189100	Redline Health Care Private Limited	Not Available	
1608721000189100	Infutec Healthcare Limited		
1147831000189102	Eumed Healthcare		
1479041000189108	Mezzone Pharma		
1324921000189107	Innovax Pharmaceuticals LLP		
1027841000189100	Ambreyo Lifesciences		
15761000189108	Citadel Fine Pharmaceuticals Private Limited		
1811381000189100	Dj Biotech Private Limited		
1417761000189109	Medi Biotech Private Limited		
197471000189107	Lan Pharma Chem Private Limited		
1022281000189109	Plethico Pharmaceuticals Limited		
1076101000189108	Quantum Formulations		
1347261000189101	Maxtan Healthcare Limited		
1475461000189100	Cadwell Pharma Private Limited		
1510701000189104	Unichem International	India	
1539311000189100	Trans Life Sciences		
408241000189103	Meri-Odin Life sciences		
40921000189100	Elisa Biotech Private Limited		
179881000189105	Zinnia Life Sciences Private Limited	India	
22711000189108	Aronex Life Sciences Private Limited	India	
1293041000189104	Atlas Laboratories and Pharmaceuticals Limited		
1116321000189101	Albia Biocare	India	
999891000189102	Regaliz Medicare Limited		
98611000189109	Magnet Labs Private Limited	India	
111861000189107	Hanburys Healthcare Private Limited		
24831000189101	Blubell Pharma Private Limited	India	
1540841000189103	Medevac Lifesciences Private Limited		
1755101000189103	Foral Healthcare		
1651661000189100	Medirica Lifescience Llp	India	
1220011000189102	Medikem Pharmaceuticals		
1146881000189101	Meditek India		
1529871000189103	Universal Lab		
1638041000189103	Eastern Drug		
318341000189100	Gatle Healthcare Limited		
118321000189100	Walter Bushnell Pharaceuticals Private Limited		
1457861000189108	TNT Life Sciences	India	
18171000189108	Omega Remedies Private Limited		
1232641000189107	Sahajanand Life Sciences Private Limited		
55701000189101	Vsaar Pharma Private Limited		
1165221000189100	Biocube Pharma		
1325741000189101	Hibiscus Medi Life		
1103631000189102	Granmed Pharma		
1778361000189106	Aviotic Healthcare Private Limited		
187921000189103	Unispeed Pharmaceuticals Private Limited		
20341000189106	Elkos Healthcare Private Limited		
1032891000189108	Goodman Gilman's Life Sciences Private Limited		
1245451000189103	Starus Pharmaceuticals Private Limited		
203671000189102	Smart Laboratories Private Limited		
1228161000189102	Euronova Pharmaceuticals		
1509901000189106	Tyykem Private Limited	India	
13381000189102	Akums Drugs and Pharmaceuticals Limited	India	
32491000189107	ZDL Zodiacal Pharmaceutics Private Limited	India	
1494741000189104	Drugswell Private Limited		
1172721000189106	Medizone		
50971000189103	Monokem Laboratories	India	
775691000189104	Flagship Biotech International Private Limited	India	
13451000189101	EG Pharma Private Limited		
225351000189109	Biorex Healthcare Private Limited	India	
48561000189102	Atopic Laboratories Private Limited		
1147771000189107	Morstella Biotech		
15291000189106	Chemo Biological		
73061000189102	Radisun Lifesciences	India	
13711000189105	Hos & Ins Pharma		
1904821000189104	Tradmod Lifesciences Private Limited		
1422371000189106	MedHeal Pharmaceuticals		
1135851000189103	Aletheia Medicare Private Limited		
1052231000189109	Aabtac Lifecare Private Limited		
1213921000189105	La Pristine Bioceuticals Private Limited	India	
1656401000189108	Endurance Life Science		
1220871000189100	Univentis Medicare Limited	India	
277271000189102	Unix Biotech Limited		
56321000189104	Cansas Lifecare		
1839861000189109	Mano Pharma		
56511000189102	Common Wealth Laboratories India Private Limited		
36621000189105	Pharmed Medicare Private Limited		
191421000189104	Kalpataru Formulations Private Limited		
1199541000189108	Anevay Pharmaceuticals Private Limited	India	
1783021000189103	Unigrow Pharma Private Limited		
1384351000189106	Trans Pharmaceuticals Private Limited		
1089021000189103	Valens Biotech Private Limited		
1174991000189103	Myriad Hues Healthcare		
327601000189101	Sysmed Laboratories Private Limited	India	
1187311000189105	Om Hare Ram Health Care Private Limited		
371711000189100	Ciron Drugs and Pharmaceuticals Private Limited	India	
1091561000189102	Flanca Life Sciences		
1132091000189109	Bioplasma Immunological Research Private Limited	India	
1225081000189103	Meddox Formulations		
1226721000189105	Hanuchem Laboratories Private Limited		
1230291000189102	Medicot Lifesciences		
1000431000189103	Tyscon Pharmaceuticals Private Limited		
1191291000189102	Algen Healthcare Limited	India	
1737891000189108	Abaris Healthcare Private Limited		
59851000189108	Ankom Laboratories		
1615261000189108	Mavis Lifesciences Private Limited		
102831000189109	Kloster Pharmaceuticals		
1395161000189105	Exotic Laboratories Private Limited		
74061000189100	Orison Pharmaceuticals Private Limited		
15261000189103	Capri Pharmaceuticals Private Limited		
50381000189100	Kardian Pharma (India) Private Limited		
80171000189107	Shantha Biotechnics Private Limited		
1201331000189106	Manas Pharmaceuticals Private Limited	Not Available	
1228641000189107	Fredun Pharmaceuticals Limited		
57211000189103	Vanguard Therapeutics Private Limited	India	
878451000189102	Zerico Lifesciences Private Limited	India	
115821000189100	Uni Sankyo Limited		
59981000189109	Jarun Pharmaceuticals Private Limited	India	
1248411000189106	Zicad Life Care		
1034481000189101	R.B.S.Pharma Private Limited		
1005441000189101	Uni-Pex Pharmaceuticals Private Limited	India	
1754221000189102	Tata 1mg Healthcare Solutions Private Limited		
1037341000189108	Logos Pharma Limited		
52211000189101	Roche Products (India) Private Limited		
1712301000189100	Aesmira Life Sciences Private Limited		
1747691000189106	Zemilon Biotech Private Limited		
12131000189109	Orchid Chemicals & Pharmaceuticals Limited		
36601000189104	Pharmed Limited	India	
1655701000189105	Calren Care Lifesciences Private Limited		
1244101000189105	Aimco Pharmaceuticals		
163401000189106	Progressive Life Care		
1129201000189100	Durg Medicare		
1095121000189101	Indo Safe Pharma Private Limited		
61371000189102	Keshav Healthcare Labs Private Limited		
1852701000189109	Mediclove Biotech Private Limited		
1751611000189105	Daymeddy Pharma Private Limited		
1656991000189109	Finecure Pharmaceuticals Limited		
1854061000189102	Trove Pharmaceuticals		
47141000189107	Stadchem of India		
14161000189108	Tanpal Nutraceuticals		
118141000189107	Haryana Formulations Private Limited		
1233671000189109	Coastal Health Care Private Limited		
13111000189109	Meridian Enterprises Private Limited		
1748541000189104	Woxter Pharma		
1193701000189103	Medifaith Biotech		
377661000189103	Sifco Pharma		
1812701000189104	Amyra Healthcare Private Limited		
9921000189104	Cyper Drugs and Pharmaceuticals Private Limited	India	
1121961000189109	Eskon Pharma	India	
30581000189107	Dallas Pharmaceuticals And Formulations Private Limited		
1085271000189107	Corazon Pharma Private Limited	India	
1000171000189106	Cista Medicorp	India	
1532861000189102	Medmidas Pharmaceuticals		
19851000189102	Grandix Pharmaceuticals Limited		
1057201000189103	Megavision Pharmaceuticals		
92531000189103	Raymond Pharmaceutical Private Limited		
1018041000189104	Khlorophylls Biotech Private Limited		
62471000189100	Vostok Wilcure Remedies	India	
158941000189104	Nostrum Pharmaceuticals Private Limited		
1737661000189104	Drs Alexia Pharma Private Limited	India	
1171121000189100	Fantabulous Pharma		
1568921000189105	Amazing Research Laboratories Limited		
