Identifier	Product Name
172011000189100	Glybovin	
1213461000189106	Cefaus	
951551000189101	Abatitor	
1812851000189108	Memjet	
1224881000189107	Oflaset OZ	
36191000189103	Amoxyron	
1810631000189104	Reclav Kid	
1082251000189108	Ofloly OZ	
1710981000189105	Veso	
1657031000189109	Mexef	
276831000189103	Parkimet	
1709791000189101	Ivin	
1425341000189105	Trixon Plus	
285841000189109	Plaxid	
1104651000189109	Hitt	
1231741000189105	Tikacad	
682031000189104	LAMIVIR-S 30	
207451000189101	Lin	
1018431000189103	Cifuzed	
828061000189105	Citistar	
1875241000189107	Seezide	
846631000189105	Exenta	
1532851000189100	Panmid	
301361000189107	Relub	
1243681000189107	Floxant OZ	
923041000189108	Oraj	
350521000189109	Ucan	
1714501000189101	Proslex	
879991000189107	Exyt	
1752551000189100	Lupika	
1878021000189101	Cispel	
1778191000189101	Amiova	
1537751000189107	Peptard	
1515631000189108	Metrogyl DG	
1186871000189106	Zeftra	
1377711000189108	Dyache-SP	
1249051000189106	Onam	
1248111000189102	Omosil	
1073501000189107	Ciprogram	
1540601000189100	Benzoskin	
348021000189100	Trixon O	
1340011000189106	Bolocort	
920581000189101	Sanbact	
125161000189108	Docefrez	
1289461000189106	Coec	
1855211000189109	Eridiol	
1251191000189101	Teltek-H	
334651000189106	Telmitop	
1325971000189107	Denac	
1571961000189104	Oare-ON	
388621000189104	Indcef DT	
1610411000189104	Pyra	
1192971000189103	Terbinext	
1132781000189105	Cefim	
998831000189107	Eldostal	
1219611000189109	Cosvate	
1030901000189105	Trinaclav	
1458061000189103	Lunair	
1435891000189109	Losartar	
1698051000189107	Iprasure	
1537821000189109	Rolipex	
223731000189103	Melpred	
27851000189104	Alprax-mt	
923251000189104	Omesec	
850601000189101	Abamune L	
1649761000189108	Dapolast	
83281000189105	Cb-lin	
963261000189109	Gmy	
1117991000189102	Oneday	
1245131000189101	Vercet	
1015201000189100	Urokinase	
264551000189106	Ondocos	
1539211000189107	Duramol	
1234751000189106	Rifaxor	
1710941000189100	Dom-DT	
1412041000189109	Uthral	
1123761000189108	Ximtil	
1250031000189108	Tigatel H	
139351000189106	Endomal-AT	
1019381000189103	Virex	
855281000189100	Cefprotec	
994991000189106	Gynodan	
943201000189103	Levo Mdr	
1615891000189101	Nadogon	
273401000189104	Pan-Od EC	
1224061000189105	Arrow-OZ	
1249681000189105	Leozole	
1777751000189106	Clindaz	
1490861000189101	Largactil	
986631000189106	Falcinil LF	
1681601000189106	Torway	
801181000189101	Ibutas	
996111000189109	Carisoma	
1711451000189101	Neurospam	
293461000189105	Pulmoxyl	
1289441000189105	Urxoall	
28501000189104	Altifix	
86501000189108	Cefinar	
1254531000189107	Leos Drops	
1095321000189103	Metroquin O	
1851281000189102	Meropect	
1120701000189100	Stano	
1569601000189101	Olins	
1248361000189103	Ambrodil	
1152721000189108	Warcilin DT	
1019261000189103	Flovid OZ	
1007791000189108	Debiglip-M Forte	
1396541000189107	Fixicom O	
36381000189102	Amphotin-LIP	
1409691000189104	Intaprost	
1529681000189102	Zovilam	
1846591000189105	Merowiz	
1212651000189104	Cefupin	
1106861000189101	Zimox CV	
1016591000189100	Etifree	
1435841000189102	Losartas HT	
1750341000189106	Vorstat	
1374601000189108	Pantozit-DSR	
1048641000189102	Mefigic-P	
764071000189103	Oxcee	
369511000189100	Zathrin	
65011000189108	Bandazole	
1535851000189109	Rabistan	
1512841000189106	Kolavery	
1814641000189102	Caspoeva	
1164121000189105	Rozin	
1385631000189107	Aceclo SR	
790571000189101	Piokind	
1776741000189105	Swissdol	
1066641000189105	Alodox	
890171000189105	Trigan D	
298551000189100	Rarritol	
1900091000189102	Moxopress	
74611000189108	Bpgard	
253231000189108	Nutoin	
282931000189101	Pileca	
949691000189108	Genflox	
1531481000189101	Rabinta	
220851000189106	Meco Pg	
1808241000189109	Bectodine	
1649151000189109	Emster B	
1650691000189100	Telmistal	
878861000189102	Futum	
1591821000189106	Dapanorm	
1615871000189100	Ronitop-DSR	
1615091000189108	Healtroxin	
282781000189100	Piglow	
1422881000189103	Pandrox	
1405221000189102	Urti	
896541000189109	Depicor	
1812081000189108	Primestat	
1057821000189108	Tise	
1658671000189102	Ebermac	
322901000189105	Starnac	
1636481000189102	Usal	
1042011000189106	Reefox	
790531000189103	Pezole	
1324831000189103	Andic	
1325611000189105	Rantacid	
1496461000189101	Silotime-D	
61601000189102	Azitroy	
1422511000189109	Cefurise Kid	
352431000189109	Uniace	
1190901000189109	Citla	
223711000189108	Meloxi	
391201000189103	Hifen dry syr D	
849491000189103	Rabicip	
1754831000189101	M Cycline	
674691000189109	Zindox	
75731000189106	B-stil	
367691000189104	Xylomist	
678171000189107	Diltoris	
1068141000189102	Travosun	
1715331000189103	Andulanaac	
1344111000189104	Purolic	
1811961000189107	Citigap	
846521000189107	Mezakool	
1081201000189100	Valosin	
811301000189107	Etrol	
22731000189103	Albazole	
978431000189103	Pilcef	
1376561000189104	Cefwom	
1439361000189105	Resilistin	
21171000189105	Aftee	
1777661000189102	Ivertis	
1811941000189106	Eslistar	
198481000189105	Lavoflox	
1532981000189104	Olmepath AM	
1852411000189101	Merowill	
385291000189105	Levochamp M	
1094081000189100	Ciprotop	
1133701000189106	Fexotrig	
1590111000189104	Telmera-AM	
972371000189107	Clindatime	
206091000189104	Lexxa	
1778281000189106	Ivernex	
951631000189106	Abiron	
319591000189107	Somazolam	
1394191000189103	Sulisent	
290891000189105	Prodium	
1386361000189100	Iramol-P	
1542531000189106	Rapro	
1050431000189106	T Cet	
1419211000189106	Pinfix O	
95871000189107	Cipcot	
314621000189109	Sertil	
291361000189101	Prolol	
20311000189105	Advent	
1652591000189102	Budamate Neb	
84651000189102	Cefamed	
1381841000189100	Imoprine	
1211061000189100	Tearmist	
1513571000189108	Cfc	
44681000189100	Arsia	
1397861000189108	Panplus D	
1099151000189105	Dalwocef-OZ	
894511000189103	Tromadene	
1814121000189102	Citikos	
301751000189108	Reonate-L	
1847841000189103	Cumep	
290791000189100	Proceive	
152431000189100	Fepanil As	
1423481000189106	Kiazith	
680551000189104	Methyl-Pred	
1194951000189103	Newcip	
911631000189104	Amlotis AT	
1491311000189102	Soludine	
1850381000189104	Merozig	
61951000189109	Aziwok liquid	
1511471000189106	Candicul	
973411000189103	Dizep-P	
200761000189106	Lenid	
1391621000189107	Pantozec-DSR	
247511000189106	Nispred inj	
1344781000189107	Ovuloc LD	
1837891000189106	Alfate	
876811000189100	Unimika	
43901000189103	Arminol	
1696441000189100	Orida	
1437971000189105	Loract	
780031000189107	Galoff	
1408241000189103	Rac TZ	
1451671000189106	Trygic-D	
837221000189109	Pylorex	
1849301000189100	Mezbia	
1199091000189106	Tigeguard	
1079141000189102	Ofalox OZ	
151461000189104	Feldex	
1124921000189102	Q Mox	
1537301000189107	Benzotop	
244491000189109	Nepotax	
1203841000189109	Effenac	
1812441000189108	Budasure	
1118191000189100	Zomelis Met	
1127891000189103	Reocip	
880211000189109	Gibend	
66181000189108	Bekaycin	
206181000189102	Lezone	
192971000189103	Ketamax	
1084241000189100	Tinvista NF	
1340491000189109	Dyronib	
1853501000189106	M-Prisol	
384051000189108	Fexoford M	
1837751000189106	Cimetin	
1207661000189100	Muscoact	
1259461000189100	Lorpride	
1292321000189103	Acetazone	
1839341000189103	Mastifen	
1232501000189105	Ulgene	
788891000189104	Ethizine	
1782021000189106	Tozid	
1392311000189100	Auxitop-DSR	
1250781000189105	Muheal	
1292821000189106	Betapar	
1251121000189104	Relmisart-H	
200421000189107	Lek	
1110911000189107	Nidflox	
1160241000189104	Matclav	
877081000189104	Amikanit	
215141000189103	Lumether	
1346761000189108	Painadol SR	
1715871000189107	Val Cap	
1568651000189106	Telmend	
938351000189101	I Deriva	
912441000189101	Amlogold AT	
255911000189107	Ofloren dps	
1231471000189106	Terbid	
349091000189105	Trulimax	
943841000189104	Ilosure	
1177821000189100	Tigyced	
1422331000189109	Creo	
815061000189105	Gemizan	
67401000189108	Benzydol P	
1451901000189107	Romecid D	
1183581000189100	March OZ	
1406881000189108	Predkia	
311891000189105	Sayotex	
1926171000189106	Versadine Microbicidal	
891601000189103	Rosufid	
1195061000189100	Diabetrol	
317771000189105	Sizolam	
1065451000189104	Ofin	
234461000189100	Montaz	
1586051000189104	Pioneer	
1610741000189105	Prolanz Junior	
1569961000189106	PC 8	
359431000189104	Vintel	
1072821000189108	Deflorax	
376621000189105	Zolimax	
246841000189108	Niftas	
1753591000189104	Okacef	
1853731000189109	Meroduke	
954601000189101	Bis OD	
1248321000189108	Otab	
307991000189105	Roxipam	
1406921000189100	Orocef-O	
1809651000189103	Oflochem	
1434891000189105	Fixtral	
68401000189107	Betamil	
1710501000189105	Cefective	
1127031000189109	Nbgesic	
162941000189108	Fungotek	
1638351000189102	Starpress-AM XL	
1004101000189105	Zoflin-OZ	
1696421000189109	Barohexy	
1205621000189100	Rivaxa	
210801000189102	Loflu	
1736491000189107	Sentosa	
1655351000189107	Azostride	
1326871000189109	Albecym IR	
1031651000189105	Lezcort	
1878601000189100	Matizma	
1068401000189105	Qxt CR	
1511741000189105	Glx MR	
1395191000189102	Zithcure	
897331000189105	Olmore	
1535591000189101	Pantogard	
1168251000189103	Oflogyl	
163821000189102	Gaba	
142711000189102	Escitozan	
1456751000189103	Nexcet	
1132071000189105	Cimi	
1876741000189108	Naltima	
1717171000189105	Stivdox	
1657721000189105	Ericlear	
1873661000189106	Gerate	
968881000189108	Flolite	
1807611000189106	Canrythm	
133411000189103	Ecozid	
1183351000189100	Okil-OZ	
197061000189105	Lakmox	
1175191000189104	Duzono	
1608401000189100	Telkonol M	
1341271000189100	Phylora	
779321000189107	Vitoflox	
1259201000189103	Oromol	
796251000189106	Rizora	
1567761000189103	Lupicip	
905061000189101	Gatigo	
65091000189102	Banocide	
1711021000189100	Acloriv	
206561000189101	Libna	
891181000189104	Rosuyug	
1344341000189101	Gyrocin	
154871000189109	Flamace	
1148331000189108	Ofelovir	
1258541000189109	Axymox CL	
1587281000189100	Thiam	
1736201000189102	Carfilnat	
155541000189103	Flexon	
1405141000189104	Cetrolix	
1756591000189109	NIX	
1533961000189100	Gefcy	
1639271000189106	Librax	
1739011000189104	Lorfast-AM	
1638481000189103	Astraparin	
1128411000189106	Oflocube-OZ	
158321000189109	Flutee	
1718001000189100	Dessin	
1317091000189106	Protol-XL	
834261000189109	Pr-Cidal	
1059271000189104	Kefta	
1755591000189103	Cepin	
1436291000189103	Fluconge	
321471000189102	Speronden	
326741000189105	Surfaz	
924991000189102	Odpant	
1064921000189103	Oflobest OZ	
1220111000189101	Vigore Red	
1316761000189104	Mefi P	
177331000189105	Heparen	
1814211000189100	Citibrisk	
1904921000189106	Norga	
1294361000189103	Betanate	
335721000189108	Temfix	
976481000189103	Duzela	
1293791000189109	Prednitop	
1455961000189108	Xylin	
1491391000189108	Vilof	
915551000189107	Angitol	
1344811000189105	P Mol	
327451000189103	Swimox	
1259911000189109	Macsart H	
953601000189104	Cinn	
1474641000189104	Formesin RD	
181001000189100	Hydrocortisone sodium succinate	
1174811000189100	Oflokem OZ	
1807661000189108	Lorox OD	
1532961000189105	Parit	
94291000189108	Cifell	
1200631000189106	Naxiflox-OZ	
1696651000189104	Telmip MT	
1456201000189106	Doxiba	
1010501000189107	Allcet	
1342611000189104	Ofvan	
1217501000189101	Leof OZ	
1321991000189108	Vertibest	
299871000189100	Redexa	
27301000189109	Alpan	
1340921000189102	Ofet E	
255581000189105	Ofirex	
1778721000189100	Nicakim	
1321931000189107	Zecef	
853631000189102	Tevrol	
1811081000189102	Criticoline	
1029681000189100	Voitx-OZ	
1226341000189100	Norbic	
1191971000189107	Bi Clav	
1875471000189103	Mcrofy	
1212081000189100	Arotex	
1421321000189104	Tenochek	
1242991000189108	Ofron-OZ	
1531621000189100	Zensartan H	
1782581000189101	Almika	
789871000189106	Aksimax	
1585951000189109	Xdapa	
375891000189104	Zohri	
1252441000189108	Jenas	
1639131000189104	Albefate	
198571000189109	Laxitose	
1879491000189102	Azirud	
220871000189100	Meconerv	
1316021000189106	Citonap	
233791000189104	Monoloc	
1067251000189108	Mupi	
1531671000189101	Dupan	
929691000189105	Telbihep	
351841000189106	Ultiflam Sp	
366911000189103	Xone	
61541000189103	Azitrop	
49691000189102	Atorin	
260061000189108	Omesun	
886151000189102	XE	
161051000189102	Fortum	
1709751000189106	Gadovist	
1171761000189106	Neomist	
827731000189104	Alporate	
1030251000189100	Claviator	
1780631000189103	Mikomed	
789081000189100	Bonipraz	
1571221000189101	Prazim	
1491191000189105	Fenzavir	
1477971000189107	Umanoflam-D	
1811821000189109	Citibon	
907671000189105	Trilodol-P	
1258691000189101	Rexformin SR	
1322361000189108	Rontap	
1639521000189109	Sucoriv	
170651000189109	Glizone	
1450871000189100	Domperon O	
1436711000189103	Cilobid	
1652121000189108	Sarispas M	
1535041000189104	Parx	
1100851000189101	Tenepride	
228321000189105	Mexate	
1779711000189100	Ivopi	
174391000189102	Grasun	
1292731000189100	Biotic DS	
1697891000189108	Macitent	
1341371000189107	Aculoric	
1652811000189106	Zuker MF OD	
1850581000189107	Pro Retro	
1253631000189106	M Clav	
213401000189107	Lospi	
1341701000189103	Moxicip	
1062531000189104	Daptobio	
162571000189108	Fungicide	
1187681000189105	Col Plus	
1651721000189102	Kepxin	
381991000189104	Amphonex liposome	
1291711000189104	Clovas	
1531961000189101	Pulmosmart	
1495481000189102	Adipin-L	
1712821000189103	Ketlur	
1225751000189108	Oflogat OZ	
183941000189102	Immutil	
235031000189104	Monticope	
1397431000189104	P-Sol-D	
1323711000189103	Dic	
914171000189106	Ibalert	
1697291000189109	Tramacad	
269991000189106	Ovofar	
1853351000189104	Optipenem	
928501000189106	Udigal	
1003031000189104	Altin	
1292221000189107	Valgacel	
1512421000189100	Fexostat	
1755191000189107	Ricmika	
1493091000189105	Silorun D	
1712101000189102	Esozen	
1415291000189102	Azilet	
1291751000189100	Biocortil	
1396011000189104	Xop	
1849261000189107	Innomer	
158051000189100	Fluracil	
88191000189109	Cefritz	
131701000189105	Durea	
1096601000189109	Etibliss	
1540121000189102	Rabifast-DSR	
1873571000189103	Propenem	
1591611000189102	Doxepol	
1534801000189107	Esrab	
1638111000189103	Zione T	
1288491000189108	Mexes XL	
813811000189102	Zygem	
308641000189109	Rt-cure	
51131000189107	Atrosun	
1413791000189109	Basizone S	
1293581000189103	Moxileb CV FC	
1238631000189103	Ofrun OZ	
1165711000189102	G-Rox CR	
774951000189100	Moxitas	
1316111000189102	Manocept-S	
293851000189109	Purplz	
1116821000189109	Oto	
1071591000189104	Himzolam	
1291171000189107	Mesolone	
998781000189100	Succibact	
1035791000189107	Gloricet	
1535281000189100	Rabesec-D SR	
103611000189107	Clotya-mf	
1190351000189109	Negox OZ	
1168731000189103	Barest	
981951000189103	Sibutrim	
1839771000189107	Lenocarb S	
167611000189104	Givov	
1478431000189101	Panril-DSR	
229081000189100	Microcip	
1049311000189102	Mopride	
1378931000189101	Gressami	
1478941000189103	Teriflam Plus	
1250191000189108	Glycodip SR	
1345811000189106	Nictoris	
1325381000189105	Predar	
1751501000189109	Amijack	
1777101000189109	Tramrod	
257681000189104	Olmoxin	
1215171000189106	Oxcin OZ	
1293591000189101	Smartilon	
310521000189100	S-Amlong	
1658281000189103	Terifix	
1207861000189101	Himcipro	
1166371000189103	Grandmox	
1062901000189100	Aezid	
1153891000189106	Cumox	
813481000189108	Ispo	
933221000189108	Lipigo F	
1696531000189107	Neoben	
1252401000189105	Rosq	
276341000189104	Paratel	
1341121000189105	Filast	
1457941000189101	Vanzole D	
987141000189107	Nikoran OD	
1532011000189109	Telstat H	
1779331000189109	Iverduq	
1396371000189108	E Cef O	
1130381000189108	Levin	
806101000189104	Predus	
1878611000189103	Meniazi-XL	
1408611000189102	Efibact	
332551000189100	Teczine	
998691000189107	Nodimox	
1925501000189103	Fungiguard	
1778561000189102	Atorgift	
229291000189106	Micronac Tc	
1256051000189101	HHlite	
61651000189101	Azitsa	
860711000189100	Hyponat-O	
1291811000189106	Freedom	
868521000189104	Uterest	
1697921000189103	G.Mycin	
150531000189103	Famtin	
862351000189101	Eldox	
245611000189104	Nexef-O	
22871000189108	Albenz	
1247421000189104	Deflot	
1191031000189109	F	
1738751000189109	Mycurit	
90131000189109	Celofem	
151291000189106	Feburic	
1715371000189101	Esoient IV	
1851351000189100	Gerpenem	
970781000189109	Upwardz	
1258811000189106	Remzol	
267831000189107	Orlu	
1851021000189105	Meroben	
1491141000189103	Faviton	
202581000189108	Levilex	
924101000189108	Pandostal	
307471000189104	Rosuvas	
1113851000189108	Qubid OZ	
1813311000189105	Thyrogen	
1782431000189101	Clindop	
1813221000189106	Solet	
1083811000189103	Fexovin	
12371000189109	Acboz	
1426791000189107	Sarcom	
1347141000189109	Yutolan	
182171000189104	Ibucon	
1649881000189108	Mefanorm Plus	
1716251000189105	Zeflux	
1289351000189104	Flemiclav FC	
1736581000189106	Flexabenz ER	
364881000189105	Wormitel	
1591811000189103	Caroclav	
1454901000189105	Colispas	
1901421000189100	Xenprox D	
1710791000189109	Nexpro IV	
1254131000189100	Delta D	
1095441000189104	Faxofin	
311351000189106	Santron	
1813601000189103	Citiride	
879131000189109	Prometh	
117781000189102	Demator	
1011981000189100	Ciploxine	
353551000189105	Uridip	
788001000189102	Lipirose	
1474101000189105	Lexorip BRD	
828291000189105	Paridon	
1879191000189105	Meny	
1215211000189109	Histapin	
30841000189104	Amfocare	
1656871000189100	Mcb	
187421000189107	ISO	
1069381000189102	Nexflo-OZ	
94541000189103	Cifran od	
1569401000189104	Omepp	
1342981000189100	Lt one	
1136641000189106	Zopain	
1812911000189100	Gentim	
1533431000189104	Otri-X Kid	
93091000189103	Cfm	
388951000189103	Almox DPS	
1425901000189108	Levosiz	
1044431000189104	Chemiflox OZ	
862751000189102	IPS	
1340731000189103	Lordy	
105531000189102	Conape	
1323201000189107	R Tril	
1609691000189102	Precarise	
1231171000189101	Bromenac	
1652251000189109	Bitatel M	
1878831000189109	Imusis	
963411000189106	Mifabort	
1020571000189105	Mist	
1811801000189103	Genta	
1019871000189106	M-Zine	
60791000189107	Aziter (Jupiter)	
1614311000189103	Medip	
1394001000189106	Exipain P	
157951000189102	Flupara	
1230301000189103	Noxgyl TZ	
1339651000189105	Cephaxain	
1880131000189109	Mezolax	
1385901000189105	OD Phyllin	
1439151000189105	L-Citiz	
1191901000189102	Nikomox CV	
162391000189100	Funesta	
1537131000189102	Rosuways	
1901231000189104	Noreld	
1848111000189106	Betapen	
934331000189104	Fluty	
279811000189103	Pepcinova	
380511000189105	Zymocef	
1253921000189103	Aciben	
851191000189107	Quinaprim	
9401000189102	A2B-H	
1049401000189106	Orny Flox	
1784061000189105	Ivensoa	
217151000189106	Macmika	
1291381000189107	Coless	
1008571000189103	Ofgyl O	
1639901000189105	Tabocef-O	
1014281000189108	Dozolamide T	
1657271000189101	Eberfine	
1815281000189108	Zovi	
1018321000189105	QED	
1291151000189101	Ampikem	
1638601000189108	Loparin	
1133031000189101	Heplock	
199421000189100	Lebact	
289071000189108	Pregmate	
975321000189102	Rivadem	
1435511000189101	Afdiver	
872261000189100	Capnat	
34061000189102	AmLong mt	
380691000189103	Zynol	
